year,eq_primary,latitude,longitude
1872,,13.8,121.0
1872,7.3,36.2,36.2
1872,5.7,40.6,48.7
1872,7.4,34.9,132.0
1873,,-23.6,-70.4
1873,,46.2,12.4
1873,,44.5,4.7
1873,,37.8,27.0
1873,,8.96,-79.53
1873,,13.6,-89.0
1873,6.7,42.0,-124.0
1873,,38.0,23.3
1873,8.0,-5.5,146.0
1873,,-32.3,-71.16
1873,,41.7,13.7
1873,,13.64,-89.13
1874,,28.2,-100.2
1874,6.1,38.8,38.8
1874,,10.4,-66.6
1874,5.9,10.5,-63.1
1874,,22.0,89.0
1874,,35.0,69.0
1874,,17.0,120.6
1874,,6.8,122.0
1874,,18.1,-65.1
1874,,14.5,-90.7
1875,,37.3,21.8
1875,7.5,20.7,-103.4
1875,,20.0,-105.0
1875,6.1,38.7,29.4
1875,,40.2,26.4
1875,7.0,-18.5,168.0
1875,6.2,16.0,38.5
1875,,13.6,123.2
1875,,16.3,120.3
1875,,18.3,-66.4
1875,7.0,-6.0,147.0
1875,,37.75,27.0
1875,5.2,44.5,33.4
1875,7.5,7.9,-72.5
1875,,-6.9,108.3
1875,8.0,-20.0,168.5
1875,7.3,38.1,30.2
1876,,,
1876,,38.8,30.5
1876,6.8,-3.0,127.25
1876,6.0,25.4,99.4
1877,,,
1877,,-12.07,-77.15
1877,,-21.2,-70.1
1877,,-19.6,-70.2
1877,,-20.2,-70.1
1877,,-24.0,-71.0
1877,,3.88,-77.08
1877,8.3,-21.5,-70.5
1878,,,
1878,,53.6,-166.4
1878,,-12.0,-77.0
1878,,-36.8,-73.0
1878,,-20.2,-70.1
1878,,-20.2,-70.1
1878,,-23.7,-70.4
1878,,20.3,-103.4
1878,4.3,34.1,-117.3
1878,,46.2,16.8
1878,8.0,-19.0,168.5
1878,,-19.0,168.5
1878,,5.1,-75.5
1878,,10.7,-66.5
1878,,6.9,125.1
1878,,-4.25,152.25
1878,7.5,-19.0,168.5
1878,6.7,40.8,29.0
1878,7.9,-19.92,-70.335
1878,5.5,27.7,100.8
1878,5.9,10.3,-66.8
1878,,13.5,-88.4
1879,,34.227,-118.433
1879,6.7,37.5,57.4
1879,5.9,29.0,33.0
1879,,37.5,15.0
1879,,9.5,-67.2
1879,,13.4,-89.1
1879,,9.8,125.5
1879,5.7,6.5,-3.3
1879,6.7,37.8,47.9
1879,8.0,33.2,104.7
1880,,55.8,-155.6
1880,7.0,57.0,-136.0
1880,,22.4,-83.0
1880,,27.1,54.2
1880,,36.1,46.2
1880,,36.7,137.3
1880,,38.6,27.1
1880,6.1,38.1,27.8
1880,6.7,38.6,27.1
1880,,40.5,48.1
1880,,45.9,16.1
1880,7.0,-38.85,178.85
1880,5.5,33.0,104.6
1880,5.5,42.0,35.2
1880,,15.0,121.5
1880,7.7,-31.62,-71.18
1880,7.5,16.0,121.85
1880,,15.0,121.5
1881,,-16.0,179.0
1881,,38.3,44.6
1881,,-20.2,-70.1
1881,,-19.6,-70.2
1881,,40.7,13.9
1881,7.0,43.3,147.3
1881,,,
1881,,38.4,26.1
1881,,38.5,43.3
1881,6.1,40.6,33.6
1881,,17.97,-76.8
1881,,11.5,-86.3
1881,,11.0,-84.0
1881,,16.5,121.1
1881,,16.2,121.2
1881,,38.2,26.2
1881,5.5,24.5,120.7
1881,5.5,25.0,121.5
1881,6.5,33.6,104.6
1881,7.9,8.52,92.43
1881,7.3,38.25,26.25
1882,,-33.58,-71.63
1882,,-19.6,-70.2
1882,,40.9,14.4
1882,4.8,46.0,14.2
1882,7.5,-4.5,129.9
1882,,8.567,81.233
1882,6.3,23.8,120.5
1882,5.8,38.1,115.5
1882,,17.5,-98.3
1882,8.3,10.0,-79.0
1883,6.0,7.4,-76.9
1883,5.8,27.5,52.3
1883,5.5,37.9,112.5
1883,6.2,38.1,46.3
1883,,40.7,13.9
1883,7.3,38.3,26.2
1884,5.5,40.6,-73.75
1884,,41.31,-72.92
1884,,13.4,-88.5
1884,,-16.0,179.0
1884,6.5,23.0,101.1
1884,7.5,7.5,-79.0
1884,5.3,23.5,120.4
1884,6.2,15.7,39.6
1884,,26.81,55.91
1884,6.7,36.95,-3.983
1885,,-20.2,-70.1
1885,,34.0,76.0
1885,,37.0,22.0
1885,,20.8,-103.4
1885,4.0,41.9,47.8
1885,,,
1885,,,
1885,,2.5,-76.5
1885,6.8,,99.5
1885,,5.55,95.3
1885,,12.3,-86.8
1885,6.9,42.7,74.1
1885,,9.8,125.5
1885,5.0,25.0,104.0
1885,7.3,-2.5,127.5
1885,6.0,34.5,105.7
1885,6.9,24.8,89.5
1885,,8.3,123.6
1885,5.9,36.1,4.6
1885,,33.5,75.0
1886,7.5,37.1,21.5
1886,,5.6,95.3
1886,,9.3,-70.4
1886,7.3,32.9,-80.0
1887,,19.7,-74.4
1887,,43.9,8.1
1887,,44.2,12.0
1887,,39.6,16.3
1887,,38.3,22.8
1887,,28.2,-100.2
1887,,17.7,-100.0
1887,,5.4,96.0
1887,7.3,43.1,76.8
1887,,13.7,123.3
1887,,10.7,122.6
1887,6.8,23.7,102.5
1887,8.0,31.0,-109.0
1887,,35.58,0.33
1888,,33.3,49.3
1888,,38.2,22.1
1888,6.1,41.3,43.3
1888,,5.8,95.0
1888,,9.2,-69.8
1888,7.3,-34.5,172.7
1888,5.0,36.5,102.2
1888,,-34.5,-57.9
1888,7.5,10.3,-61.1
1888,7.5,38.5,119.0
1888,,37.1,104.2
1888,,9.95,-84.1
1889,6.3,32.8,130.7
1889,,38.3,22.0
1889,6.9,39.2,26.0
1889,,17.7,-100.0
1889,,18.8,-99.0
1889,6.0,-7.0,113.5
1889,8.3,43.2,78.7
1889,4.7,6.8,-6.7
1889,8.0,1.0,126.25
1889,6.8,13.5,121.0
1890,,11.2,124.4
1890,5.5,36.9,112.9
1890,,-4.5,129.9
1890,,-6.76,111.04
1890,7.2,36.6,54.6
1891,,48.0,-123.5
1891,,25.5,-103.5
1891,,38.3,43.2
1891,,5.4,96.0
1891,7.0,-9.0,124.0
1891,6.2,-37.4,174.4
1891,5.8,37.1,111.9
1891,,36.5,1.8
1891,8.4,35.5,137.0
1892,,38.5,-122.5
1892,,37.0,136.8
1892,,-15.25,166.83
1892,,30.5,66.2
1892,7.0,-3.0,127.75
1892,,21.0,122.0
1892,,17.3,120.6
1892,,-18.5,-70.35
1892,6.2,38.5,-121.9
1892,,2.5,99.5
1892,7.5,14.0,143.3
1892,,31.5,-116.5
1893,,41.75,16.0
1893,,42.5,145.5
1893,,43.3,147.5
1893,,17.97,-76.8
1893,6.0,-17.75,168.3
1893,5.5,36.6,101.8
1893,6.5,41.2,80.3
1893,6.5,40.5,25.5
1893,,6.9,125.8
1893,6.8,30.5,101.5
1893,6.8,41.7,82.8
1893,6.4,37.7,20.9
1893,6.4,37.7,20.9
1893,,44.2,21.2
1893,6.7,38.3,38.3
1893,7.5,40.2,19.7
1893,6.6,37.2,58.4
1894,,40.6,28.7
1894,7.5,-32.0,-68.5
1894,8.2,8.5,-71.7
1894,,9.4,-70.1
1894,,6.0,126.0
1894,,8.2,126.1
1894,,37.1,58.3
1894,7.5,35.7,139.9
1894,,38.3,15.9
1894,7.9,42.5,146.0
1894,6.3,37.75,21.75
1894,,29.4,52.3
1894,7.0,38.9,139.8
1894,6.7,38.6,23.2
1894,6.9,38.7,23.1
1895,4.3,40.667,-74.883
1895,,37.0,-89.4
1895,,35.7,51.4
1895,,41.7,12.2
1895,,33.0,130.0
1895,,39.5,20.5
1895,,41.2,19.3
1895,6.0,-38.8,176.0
1895,,-18.0,-71.0
1895,,13.4,121.7
1895,6.0,23.5,116.5
1895,,40.1,19.4
1895,6.4,40.0,20.1
1895,7.3,-8.4,150.1
1895,,16.8,96.2
1895,,43.9,11.1
1895,7.5,39.5,20.5
1895,6.1,46.1,14.5
1895,8.2,39.5,53.7
1895,6.8,37.1,58.4
1896,,37.8,48.3
1896,,38.5,45.0
1896,,30.3,57.1
1896,,43.7,8.1
1896,,36.5,141.0
1896,,19.2,-104.0
1896,7.6,43.5,146.0
1896,,64.0,-21.0
1896,,17.6,-76.7
1896,7.5,37.0,71.0
1896,,-33.0,-71.0
1896,6.5,38.0,76.0
1896,6.8,-3.5,102.5
1896,5.8,29.2,104.9
1896,6.6,39.7,75.9
1896,,-8.25,124.75
1896,8.3,39.5,144.0
1896,,40.0,141.0
1897,7.7,-11.9,-76.8
1897,8.3,40.0,140.0
1897,7.9,39.0,143.0
1897,7.0,17.0,-96.3
1897,,40.0,20.1
1897,6.5,-37.3,139.7
1897,5.5,-6.8,120.8
1897,,,
1897,7.9,12.0,126.0
1897,,39.0,12.5
1897,7.7,38.0,143.7
1897,6.0,24.7,121.8
1897,7.9,18.0,120.0
1897,8.6,6.0,122.0
1897,,12.0,126.0
1897,7.4,38.1,141.9
1897,7.0,16.0,-95.0
1897,,16.5,-61.8
1897,,16.72,-62.18
1897,8.1,12.0,126.0
1897,,18.5,-69.95
1897,7.9,12.0,124.0
1897,8.7,6.0,122.0
1897,6.1,26.95,56.26
1897,8.0,26.0,91.0
1898,,39.0,-124.0
1898,7.6,52.0,172.0
1898,4.3,36.5,54.9
1898,,42.4,13.0
1898,,43.6,16.7
1898,,37.75,21.0
1898,6.5,38.2,-122.4
1898,6.5,-36.83,-73.03
1898,6.0,39.8,76.6
1898,5.5,39.1,113.0
1898,6.2,39.75,20.75
1898,7.9,12.0,-86.0
1898,7.2,38.6,142.0
1899,7.8,60.0,-140.0
1899,6.4,33.5,-117.0
1899,,31.9,132.0
1899,6.6,37.25,21.75
1899,8.4,17.0,-98.0
1899,7.9,53.0,159.0
1899,5.6,41.6,43.5
1899,6.9,-21.97,-63.67
1899,7.8,18.0,-77.0
1899,,-12.4,130.7
1899,,10.4,-69.2
1899,8.2,60.0,-142.0
1899,7.1,31.9,132.0
1899,,-3.0,152.0
1899,,-5.0,148.0
1899,8.2,60.0,-140.0
1899,6.7,37.93,28.84
1899,7.8,-3.0,128.5
1900,,58.6,-137.5
1900,7.8,36.5,133.5
1900,7.8,20.0,-105.0
1900,7.9,43.0,146.0
1900,5.9,40.3,43.1
1900,7.9,4.6,-74.0
1900,,-0.03,127.25
1900,,10.3,-63.3
1900,,10.6,-66.95
1900,7.5,10.0,-85.5
1900,7.6,-10.0,165.0
1900,7.1,-5.0,148.0
1900,8.3,57.09,-153.48
1900,7.4,20.0,-105.0
1900,6.9,-4.0,140.0
1900,6.8,-4.0,152.0
1900,,-6.84,106.96
1900,8.4,11.0,-66.0
1901,7.8,51.45,-171.02
1901,,39.0,143.0
1901,6.3,40.5,142.5
1901,7.5,45.0,148.0
1901,6.1,40.0,41.5
1901,5.9,39.4,26.7
1901,7.8,-2.0,-82.0
1901,6.4,43.4,28.7
1901,6.4,36.0,-120.5
1901,7.9,27.0,130.0
1901,7.0,11.0,-86.5
1901,7.8,14.0,122.0
1901,7.9,40.5,142.5
1901,8.2,40.6,142.3
1901,,14.0,121.6
1901,7.9,-22.0,170.0
1901,6.0,26.0,100.1
1901,7.2,43.4,28.5
1902,7.8,52.4,-167.5
1902,,34.5,-120.5
1902,,26.6,56.2
1902,,27.1,56.3
1902,7.8,-20.0,-174.0
1902,7.8,29.0,-114.0
1902,8.0,50.0,148.0
1902,5.5,40.7,33.6
1902,6.6,40.75,23.25
1902,,10.8,122.6
1902,7.8,-8.0,150.0
1902,6.3,14.71,-91.59
1902,,37.4,-113.5
1902,5.5,26.3,99.9
1902,7.0,17.6,-99.7
1902,7.8,16.6,-92.6
1902,7.5,14.0,-91.0
1902,7.0,13.5,-89.5
1902,7.3,7.5,123.5
1902,8.1,18.0,146.0
1902,7.7,39.88,76.2
1902,6.9,40.7,48.6
1902,6.4,40.8,72.3
1903,8.3,61.56,-158.54
1903,6.5,35.2,58.2
1903,,-20.2,-70.15
1903,,38.1,13.4
1903,,44.3,10.0
1903,8.0,-20.0,-175.0
1903,5.7,32.2,35.3
1903,7.7,15.0,-98.0
1903,,16.7,-99.2
1903,,,
1903,,39.1,42.4
1903,5.8,40.9,42.7
1903,7.9,-17.0,168.0
1903,7.7,4.6,-74.0
1903,7.8,48.0,98.0
1903,8.1,-8.0,106.0
1903,6.5,-3.0,127.5
1903,,14.0,143.3
1903,6.5,-28.5,-71.0
1903,7.8,7.0,126.0
1903,7.8,36.0,23.0
1903,6.3,39.1,42.5
1904,8.3,64.66,-148.08
1904,7.6,42.5,145.8
1904,7.9,40.0,134.0
1904,7.9,30.0,130.0
1904,7.2,9.2,-82.8
1904,7.9,52.0,159.0
1904,7.7,-1.0,-80.5
1904,7.9,7.0,-79.0
1904,,-7.7,109.0
1904,7.5,-40.5,177.0
1904,8.3,52.0,159.0
1904,8.1,52.0,159.0
1904,6.0,31.2,100.9
1904,6.0,23.5,120.5
1904,6.3,23.5,120.3
1904,6.2,37.75,27.0
1904,7.5,41.8,23.2
1904,7.8,41.8,23.2
1905,7.9,50.73,-178.55
1905,,26.4,56.3
1905,,42.1,13.9
1905,7.0,37.4,142.6
1905,7.5,45.0,143.0
1905,,20.3,-103.4
1905,7.8,53.0,164.0
1905,5.1,44.5,37.5
1905,6.5,40.2,29.0
1905,6.8,38.1,38.6
1905,6.6,42.1,19.6
1905,7.5,42.0,42.0
1905,,37.3,9.9
1905,,-15.6,167.2
1905,,-17.7,168.3
1905,,-17.7,168.3
1905,6.4,42.0,23.0
1905,7.6,-1.0,-168.0
1905,8.4,49.0,99.0
1905,8.4,49.0,98.0
1905,8.4,1.0,123.0
1905,7.5,-4.0,149.0
1905,7.5,-27.5,-173.0
1905,5.0,29.3,104.8
1905,7.8,34.0,132.0
1905,6.8,9.85,-84.68
1905,6.5,11.0,123.5
1905,,36.1,37.1
1905,7.2,40.092,24.627
1905,7.8,33.0,76.0
1905,7.1,38.67,16.07
1906,7.9,37.67,-122.48
1906,7.8,51.05,179.69
1906,7.6,56.85,-153.9
1906,7.9,-18.0,-71.0
1906,,-18.5,-70.3
1906,,38.0,13.7
1906,8.4,34.0,138.0
1906,7.5,19.0,-113.8
1906,6.5,41.1,20.0
1906,,1.0,-81.0
1906,7.7,3.5,-76.2
1906,,3.9,-77.033
1906,7.7,4.6,-74.0
1906,7.7,4.6,-74.0
1906,6.8,9.0,38.4
1906,7.8,-22.0,109.0
1906,,10.5,-66.917
1906,7.9,15.0,-61.0
1906,7.9,-2.0,-79.0
1906,,14.0,-61.0
1906,7.2,-4.0,149.0
1906,5.5,26.6,104.1
1906,6.5,24.5,118.5
1906,5.3,24.6,98.6
1906,5.0,6.5,0.3
1906,8.3,43.5,85.0
1906,6.8,23.6,120.5
1906,6.5,23.4,120.4
1906,8.6,1.0,-81.5
1906,8.0,-7.0,149.0
1906,8.2,-33.0,-72.0
1907,7.8,52.59,-169.73
1907,5.5,59.5,-135.5
1907,7.6,-13.2,-75.4
1907,,-8.01,-76.79
1907,,38.0,13.7
1907,,-21.17,-175.73
1907,7.7,28.0,-112.5
1907,7.9,51.5,147.0
1907,6.2,41.1,20.1
1907,7.3,3.0,122.0
1907,7.9,1.0,127.0
1907,,18.0,120.0
1907,7.7,-7.5,153.7
1907,7.4,13.5,123.0
1907,5.9,38.133,16.017
1907,8.3,17.0,-100.0
1907,,-2.0,121.0
1907,,14.0,123.0
1907,7.4,-3.1,142.5
1907,7.8,2.0,94.5
1907,7.4,38.5,67.9
1907,7.6,14.0,123.0
1907,6.5,18.2,-76.8
1908,6.0,61.0,-146.2
1908,6.8,19.0,-155.0
1908,,-14.0,-78.0
1908,7.5,17.0,-101.0
1908,7.6,45.0,150.0
1908,7.5,-2.0,100.0
1908,7.5,3.0,123.0
1908,7.0,36.5,70.5
1908,7.5,9.0,126.0
1908,7.2,26.639,96.866
1908,6.6,-10.0,129.0
1908,8.1,18.0,-99.0
1908,7.0,38.17,15.58
1909,7.8,52.0,175.0
1909,7.8,-18.0,-179.0
1909,7.6,-26.5,-70.5
1909,,44.5,10.5
1909,,43.2,11.5
1909,,43.2,11.5
1909,,37.7,15.2
1909,7.9,32.0,131.0
1909,6.2,43.7,5.4
1909,5.7,37.9,21.5
1909,4.7,17.0,-101.2
1909,5.8,38.6,26.9
1909,6.3,40.2,37.8
1909,5.8,40.3,29.6
1909,,4.2,9.2
1909,,35.5,72.5
1909,7.2,30.0,68.0
1909,8.1,36.5,70.5
1909,,8.0,127.0
1909,7.7,-10.0,165.0
1909,,41.8,-112.7
1909,6.7,34.5,141.5
1909,7.5,34.5,141.5
1909,7.3,25.0,121.5
1909,7.3,24.4,121.8
1909,7.7,33.0,50.0
1909,6.5,24.4,103.0
1909,,-15.5,167.2
1909,6.6,38.9,-8.8
1909,8.0,12.5,145.0
1909,6.9,35.4,136.3
1909,7.8,16.8,-99.8
1909,,35.6,-5.4
1909,7.6,-2.0,101.0
1910,5.9,40.9,15.4
1910,7.4,33.0,138.5
1910,7.5,42.0,145.0
1910,6.9,16.8,-95.9
1910,6.1,40.9,34.6
1910,7.3,-8.0,31.0
1910,,35.3,-2.97
1910,7.5,-20.0,169.0
1910,7.9,-19.0,169.5
1910,7.9,-16.0,166.0
1910,7.5,17.0,-85.0
1910,7.5,4.5,126.0
1910,,9.8,-84.0
1910,,10.0,-84.0
1910,8.0,-8.0,167.0
1910,6.0,-4.25,152.25
1910,7.8,25.5,122.5
1910,6.4,36.0,4.0
1910,6.7,4.0,127.0
1910,6.2,9.0,125.5
1910,6.8,35.0,122.0
1910,7.2,-14.0,166.5
1911,7.3,-20.0,-72.0
1911,4.3,37.7,15.2
1911,5.0,43.2,0.2
1911,6.7,41.1,20.7
1911,7.9,17.5,-102.5
1911,7.6,17.0,-100.7
1911,7.6,51.8,156.0
1911,,40.4,20.5
1911,7.6,36.0,70.5
1911,,-4.25,152.25
1911,7.7,7.0,137.0
1911,6.9,60.5,-149.0
1911,5.5,39.8,114.5
1911,5.5,23.0,115.3
1911,6.7,31.23,57.03
1911,8.0,28.0,130.0
1911,7.7,43.5,77.5
1911,7.4,38.2,72.8
1911,,14.002,120.993
1911,7.8,9.0,126.0
1912,7.5,57.5,-155.0
1912,7.0,38.0,20.5
1912,,20.4,-103.2
1912,,19.9,-99.9
1912,7.8,19.9,-99.8
1912,7.5,64.0,-20.0
1912,7.5,-29.0,-62.5
1912,,12.6,124.0
1912,8.0,21.0,97.0
1912,7.5,7.0,138.0
1912,6.9,7.0,138.0
1912,,,
1912,6.6,40.5,142.0
1912,7.0,-5.62,-80.413
1912,7.8,40.5,27.2
1913,5.8,26.8,53.7
1913,,39.6,16.2
1913,7.6,-20.0,-174.0
1913,7.5,46.0,152.0
1913,7.7,47.5,155.5
1913,8.1,-19.5,169.0
1913,7.5,-18.0,169.0
1913,6.8,43.5,25.5
1913,7.7,9.5,127.8
1913,7.5,-5.0,154.0
1913,7.0,-7.0,148.0
1913,7.0,-16.6,-73.3
1913,6.7,7.1,-80.6
1913,6.8,-41.8,171.5
1913,6.0,28.4,102.3
1913,7.8,5.354,126.121
1913,7.9,-17.0,-74.0
1913,6.3,-14.2,-72.9
1913,7.0,24.15,102.45
1913,7.7,-3.4,-79.6
1914,,-12.0,-76.6
1914,7.2,-17.0,-72.0
1914,,-15.5,-73.2
1914,,-15.2,-73.2
1914,7.6,-35.0,-73.0
1914,,43.5,10.2
1914,8.1,22.0,143.0
1914,7.6,6.0,132.5
1914,6.0,38.25,23.25
1914,7.5,16.8,-92.2
1914,5.6,39.2,36.0
1914,5.8,-0.2,-78.2
1914,7.5,43.5,91.5
1914,7.6,-3.924,101.82
1914,8.1,-1.829,136.943
1914,,-37.8,178.2
1914,4.9,37.7,15.2
1914,7.1,31.58,130.67
1914,7.2,39.2,139.8
1914,6.3,38.8,20.6
1914,7.0,37.82,30.27
1915,6.2,32.8,-115.5
1915,7.6,-18.5,-68.5
1915,7.7,23.6,123.5
1915,8.1,47.0,155.0
1915,7.3,53.5,163.3
1915,,-3.644,133.695
1915,6.0,-1.0,136.0
1915,7.9,14.0,-89.0
1915,,11.3,122.3
1915,7.6,40.5,-117.5
1915,7.8,38.3,142.9
1915,6.4,18.0,119.5
1915,7.0,29.5,91.5
1915,6.6,14.56,-88.76
1915,6.7,38.5,20.7
1915,7.5,42.0,13.5
1916,7.7,48.5,178.5
1916,7.5,53.3,-170.0
1916,8.0,29.5,131.5
1916,7.8,33.0,141.0
1916,7.7,30.0,81.0
1916,7.7,46.5,160.0
1916,7.8,41.0,37.0
1916,7.5,-21.0,-68.0
1916,4.9,46.3,14.6
1916,7.5,-28.5,-63.0
1916,8.1,-3.0,136.0
1916,8.1,-3.0,135.5
1916,7.5,11.0,-86.0
1916,,10.46,-67.77
1916,,,
1916,,11.1,122.3
1916,7.5,-4.0,144.5
1916,5.1,38.817,15.233
1916,7.0,9.6,-82.0
1916,6.0,24.0,121.0
1916,7.9,-4.739,152.548
1916,7.2,18.5,-68.0
1916,6.5,23.7,120.9
1916,7.3,-9.0,113.0
1917,7.9,54.79,-169.12
1917,7.5,42.5,131.0
1917,5.5,43.5,12.1
1917,,42.5,12.7
1917,,41.7,13.6
1917,,43.6,13.7
1917,7.7,15.0,-97.0
1917,7.8,56.5,163.0
1917,5.8,23.2,121.6
1917,7.7,25.0,123.0
1917,5.6,45.9,15.6
1917,7.8,-7.5,128.0
1917,7.5,-3.705,141.729
1917,8.0,-29.2,-177.0
1917,7.5,-29.0,-177.5
1917,6.5,24.47,118.08
1917,6.3,23.9,120.9
1917,7.3,4.0,-74.0
1917,8.3,-15.5,-173.0
1917,6.6,-7.0,116.0
1917,6.4,6.0,125.0
1917,6.3,31.3,116.2
1917,6.8,28.0,104.0
1917,6.0,14.6,-90.6
1917,6.7,13.82,-89.31
1918,6.8,33.7,-117.0
1918,,34.5,58.2
1918,7.9,-28.5,-71.5
1918,7.7,45.4,136.5
1918,7.8,44.5,151.5
1918,,14.0,-90.0
1918,8.1,-7.0,129.0
1918,7.5,6.5,126.5
1918,,18.5,-67.5
1918,,18.2,-68.2
1918,7.5,-3.5,142.5
1918,5.5,26.9,103.0
1918,8.3,45.5,151.5
1918,7.6,24.5,91.0
1918,,20.4,121.95
1918,7.1,18.7,-67.189
1918,7.8,-26.0,-71.0
1918,8.3,5.5,123.0
1918,7.3,23.5,117.2
1919,8.3,-19.5,-176.5
1919,6.2,44.0,11.5
1919,5.6,41.4,12.6
1919,,43.5,12.1
1919,,41.6,14.2
1919,7.6,40.5,145.5
1919,8.1,-18.352,-172.515
1919,,39.4,20.5
1919,6.6,12.33,-88.291
1919,7.4,8.0,126.0
1919,,-2.55,140.75
1919,8.2,-4.806,153.859
1919,6.9,-16.5,180.0
1919,,,
1919,,12.0,122.0
1919,5.9,13.69,-89.19
1920,5.8,44.3,10.3
1920,,0.87,122.92
1920,7.8,-19.919,168.53
1920,7.7,-6.5,150.0
1920,7.0,-38.0,-73.5
1920,7.8,19.26,-96.97
1920,8.0,23.5,122.7
1920,6.2,40.2,20.0
1920,5.6,40.5,19.5
1920,6.2,42.0,44.1
1920,6.0,-32.7,-68.4
1920,8.3,36.601,105.317
1921,7.6,-2.5,-71.0
1921,,44.3,11.9
1921,,43.2,13.2
1921,,42.7,12.0
1921,7.7,19.7,-104.3
1921,7.5,15.0,-91.0
1921,7.8,36.5,70.5
1921,4.8,3.8,16.3
1921,,40.13,124.38
1921,7.5,-11.0,111.0
1921,,7.0,126.0
1921,7.5,8.0,127.0
1921,5.2,38.7,-112.1
1921,6.2,0.7,117.9
1921,,-2.3,138.8
1921,5.9,15.6,39.6
1922,7.6,41.0,-125.5
1922,7.6,-2.5,-71.0
1922,,-28.0,-72.0
1922,,45.2,12.7
1922,,32.7,130.3
1922,7.5,47.0,151.8
1922,6.0,44.4,20.4
1922,5.1,36.3,1.3
1922,7.6,2.5,-71.0
1922,,-3.3,128.9
1922,,-1.0,100.35
1922,,5.5,95.2
1922,7.5,36.5,70.5
1922,6.3,-43.0,173.0
1922,,10.2,123.5
1922,6.9,-7.111,143.53
1922,7.2,-16.5,-73.0
1922,7.4,-16.0,-72.5
1922,7.6,24.5,122.0
1922,6.3,10.2,124.1
1922,6.0,9.0,123.25
1922,8.7,-28.553,-70.755
1922,6.4,11.7,-70.85
1923,5.5,37.6,57.3
1923,5.7,35.2,59.2
1923,6.9,29.2,56.9
1923,,-18.5,-70.3
1923,,43.7,12.0
1923,,41.7,13.5
1923,,35.4,141.8
1923,7.7,34.9,140.2
1923,7.7,55.0,162.4
1923,,43.2,17.1
1923,6.8,-0.4,-78.3
1923,5.3,1.0,-77.5
1923,,5.2,-73.2
1923,7.5,-1.75,128.75
1923,7.2,6.5,124.0
1923,5.5,9.3,125.0
1923,7.1,-4.653,154.232
1923,7.1,-4.539,153.107
1923,7.2,40.8,-124.5
1923,6.1,10.1,109.0
1923,7.0,-28.75,-71.75
1923,8.3,54.0,161.0
1923,,-7.7,109.2
1923,6.9,24.969,90.752
1923,6.4,37.2,57.7
1923,7.3,31.5,101.0
1923,7.2,56.5,162.5
1923,7.9,35.1,139.5
1924,,43.8,13.2
1924,,42.5,12.7
1924,,35.5,139.5
1924,6.8,49.179,142.436
1924,7.6,44.737,147.416
1924,5.6,35.1,5.2
1924,6.9,-1.6,-78.6
1924,,64.15,-21.95
1924,7.8,-56.0,157.5
1924,7.5,-49.5,159.0
1924,,-7.3,109.8
1924,,-7.3,109.9
1924,6.5,16.0,118.0
1924,7.3,36.8,83.8
1924,5.3,39.7,42.8
1924,6.8,40.0,42.0
1924,7.3,8.5,126.5
1924,8.3,6.5,126.5
1925,6.8,60.0,-146.0
1925,5.5,34.6,58.1
1925,5.5,28.5,51.2
1925,7.1,-26.0,-71.5
1925,,46.1,12.2
1925,,43.2,10.9
1925,,43.2,10.8
1925,,40.2,16.1
1925,,44.2,12.2
1925,5.8,41.2,42.8
1925,7.6,-18.5,168.5
1925,,-8.0,115.0
1925,6.7,12.2,-85.2
1925,6.3,12.2,122.1
1925,7.5,11.0,-42.0
1925,6.7,46.4,-111.24
1925,5.8,27.0,100.0
1925,7.0,18.5,-107.0
1925,6.8,9.3,122.7
1925,7.3,13.0,125.0
1925,6.8,34.418,-120.196
1925,5.9,38.0,30.5
1925,7.0,25.7,100.4
1925,6.8,35.75,134.75
1926,,20.5,-155.5
1926,6.0,-28.0,-71.0
1926,,41.5,13.8
1926,,44.6,10.7
1926,5.3,38.567,14.833
1926,7.5,27.0,127.0
1926,5.7,40.7,43.7
1926,,34.0,-4.6
1926,7.9,-49.0,161.0
1926,7.9,-3.5,138.5
1926,7.0,12.3,-85.8
1926,,42.6,18.5
1926,7.5,-10.0,161.0
1926,5.5,25.6,100.3
1926,7.5,-10.061,159.215
1926,5.8,-0.7,100.6
1926,,-0.3,100.4
1926,6.9,-9.674,159.519
1926,5.8,37.973,-28.59
1926,7.9,36.5,27.5
1926,5.8,41.0,19.5
1926,,-7.1,109.0
1927,7.1,57.69,-136.07
1927,7.1,-44.6,-73.0
1927,,41.5,13.8
1927,,45.0,7.0
1927,,42.9,13.1
1927,,41.9,13.5
1927,,44.5,9.6
1927,,44.5,9.6
1927,,45.8,11.8
1927,6.9,34.2,142.0
1927,7.3,36.75,22.75
1927,7.5,55.663,160.039
1927,5.9,44.1,20.5
1927,,45.8,14.2
1927,5.0,24.1,102.0
1927,6.9,37.9,142.0
1927,5.7,44.4,34.3
1927,5.8,32.5,-115.5
1927,7.3,34.813,-120.774
1927,6.0,26.0,103.0
1927,5.5,25.2,102.5
1927,6.8,23.0,120.5
1927,6.0,44.4,34.4
1927,6.3,32.0,35.5
1927,6.3,-0.7,119.7
1927,7.6,36.75,102.0
1927,7.3,35.6,135.1
1927,6.8,44.4,34.5
1928,5.0,31.6,60.0
1928,5.4,37.3,57.9
1928,6.8,-13.0,-69.5
1928,7.3,-5.0,-78.0
1928,7.0,-5.5,-79.0
