year,eq_primary,latitude,longitude
-2150,7.3,31.1,35.5
-2000,,35.683,35.8
-2000,7.1,38.0,58.2
-1610,,36.4,25.4
-1566,,31.5,35.3
-1450,,35.5,25.5
-1365,,35.683,35.8
-1250,6.5,32.0,35.5
-1050,6.2,29.6,35.0
-759,,33.0,35.5
-590,,33.27,35.22
-550,,37.0,22.5
-525,,33.56,35.37
-480,,37.9,23.5
-479,7.0,39.7,23.3
-432,,37.0,22.5
-426,7.1,38.9,22.7
-400,7.6,35.5,51.8
-373,7.3,38.25,22.25
-364,,35.0,25.0
-330,7.0,40.0,25.0
-326,,23.0,71.0
-282,,41.0,27.0
-282,,38.5,22.5
-250,6.7,42.7,77.5
-227,7.2,36.3,28.3
-223,,,
-221,,29.2,25.5
-218,,36.2,-7.17
-217,,44.3,8.5
-210,,36.0,-10.5
-198,,36.404,25.396
-193,6.5,35.4,103.9
-186,7.0,33.8,105.6
-177,,,
-70,7.0,36.3,119.0
-63,6.4,45.2,36.6
-60,6.7,36.0,-10.0
-58,6.6,41.3,19.5
-50,5.5,43.0,41.0
-50,,43.5,28.5
-47,,34.9,104.7
-33,,31.2,34.2
-31,7.0,32.0,35.5
-27,,25.7,32.7
-26,,35.0,33.0
-26,5.5,28.8,104.6
-15,,35.2,34.0
10,7.1,38.0,58.3
11,,37.8,27.4
17,,37.85,27.3
23,,38.2,22.2
25,,33.0,72.0
27,6.3,35.9,126.5
29,,40.5,28.9
33,,31.8,35.2
37,,36.1,36.1
46,6.5,33.0,112.5
50,,37.0,68.5
52,,41.0,24.3
52,,36.1,36.1
55,,35.0,25.0
57,,41.2,19.3
60,,37.9,29.2
62,6.9,35.2,25.1
63,,40.7,14.5
76,,34.8,32.0
79,,40.821,14.426
89,6.3,35.9,126.5
93,,40.6,26.7
100,6.3,35.8,129.2
105,,39.5,27.0
109,,40.0,34.0
115,7.5,36.1,36.1
120,7.2,40.77,29.92
123,6.3,35.8,129.2
128,6.5,34.7,105.4
138,6.8,35.8,103.5
142,7.0,36.7,28.0
143,7.0,34.7,105.3
155,,36.5,28.5
170,,39.0,24.5
173,,37.5,120.0
177,,38.6,26.65
177,,38.0,15.0
180,7.5,39.4,99.5
243,5.3,45.3,11.0
251,,35.5,25.5
253,,39.1,27.2
258,,41.9,12.45
262,,36.6,30.0
294,5.5,32.6,116.8
294,5.5,40.3,116.0
304,6.3,35.5,129.1
306,,33.2,35.1
315,,31.7,35.5
319,4.5,34.1,105.3
324,,40.5,14.5
334,,41.2,19.3
340,,36.1,36.1
341,,36.2,36.1
342,,41.3,19.5
342,,36.2,36.1
344,,35.4,114.3
344,,40.5,14.5
344,,40.3,26.5
346,6.8,41.4,19.4
348,,33.9,35.5
350,,41.0,30.0
355,,40.7,29.7
358,,40.77,29.9
361,,41.6,21.5
362,,41.0,29.5
362,6.4,31.3,35.6
365,8.0,35.0,23.0
367,,40.7,29.7
368,6.4,40.5,29.6
368,,40.0,29.0
369,,41.1,14.8
382,,36.0,-10.83
394,,36.1,36.1
396,,36.1,36.1
407,6.6,41.0,29.0
412,,37.067,10.067
419,,31.2,34.2
425,,31.9,34.9
427,6.7,40.5,46.5
438,,35.5,25.5
440,,41.0,29.0
447,7.3,40.9,28.5
448,,35.0,25.0
450,,40.4,28.4
457,,36.2,36.1
458,,36.2,36.1
460,,20.3,100.0
470,,44.4,4.3
477,,41.0,29.0
478,7.2,40.8,29.2
494,,34.3,35.5
499,,32.1,118.8
500,6.7,42.7,76.5
501,6.3,39.0,125.3
510,6.3,35.5,129.1
512,7.5,39.4,113.3
518,,42.0,21.4
521,,39.6,21.2
522,,36.2,36.1
522,,41.2,19.3
525,7.0,36.25,36.1
527,,40.1,20.8
528,7.1,36.25,36.1
533,,36.2,37.2
543,6.8,40.3,27.8
551,,,
551,7.1,38.4,22.3
551,7.3,33.9,35.5
552,,36.1,37.1
553,,33.9,35.5
554,7.0,36.8,27.3
555,,41.04,28.98
557,,40.9,27.6
557,7.0,40.9,27.6
557,,36.1,36.1
558,7.0,40.9,28.8
558,,43.6,13.5
565,,36.2,36.1
567,,45.6,15.3
579,,36.0,36.0
581,,36.1,36.1
587,,36.25,36.1
600,,34.3,108.9
614,,41.0,15.0
634,,38.0,46.2
649,5.5,36.1,111.5
662,,35.3,54.0
664,6.3,35.5,129.1
678,,35.0,43.5
684,8.4,32.5,134.0
688,,38.4,27.2
701,7.0,35.7,135.4
704,7.0,33.8,136.7
713,,36.0,36.0
715,,40.4,28.9
716,,36.0,36.0
734,7.0,34.6,105.6
735,5.8,39.7,45.5
740,7.3,40.7,29.3
742,,35.0,38.0
743,5.5,42.1,48.2
743,7.2,35.3,52.2
744,6.4,32.4,130.5
745,6.5,34.6,135.3
745,7.9,35.5,136.9
746,7.0,32.0,35.5
748,,33.5,36.3
749,,35.0,43.5
758,,31.2,34.2
763,7.6,33.3,59.3
766,6.5,31.6,130.7
777,,37.8,115.2
778,,28.1,111.4
778,5.6,45.4,12.2
780,6.3,35.5,129.1
788,6.5,32.5,109.4
793,,45.5,11.0
796,,35.0,25.0
801,,41.9,12.6
802,,45.4,11.9
803,,36.95,35.6
811,,56.3,-2.8
814,7.0,27.9,102.2
818,7.9,35.2,139.3
818,7.5,36.8,66.2
820,,37.4,112.6
835,,36.0,36.0
838,,40.4,71.3
842,,49.5,-2.5
844,,33.5,36.3
845,,36.2,43.1
846,,36.1,36.1
847,,33.5,36.3
847,,36.21,42.08
847,,41.6,14.2
850,,35.3,51.2
850,7.0,39.0,139.9
851,5.2,40.0,44.6
853,,41.5,14.5
854,,50.1,3.1
854,,40.0,45.0
854,,35.7,10.1
855,,35.3,51.2
856,,37.9,22.9
856,4.5,40.0,44.6
856,7.9,36.2,54.3
856,,36.8,10.2
857,,,
858,,38.0,46.2
858,5.2,40.0,44.6
859,,36.0,36.0
860,,33.0,44.5
863,,35.3,51.2
863,,38.0,46.2
863,4.9,40.0,44.6
863,7.0,37.1,138.0
864,,35.3,51.2
867,,41.0,29.0
869,8.6,38.5,143.8
871,6.8,33.2,47.2
876,6.5,37.8,105.9
881,,30.0,-6.0
885,,30.0,31.1
887,6.5,37.5,138.1
887,8.6,33.0,135.3
891,6.3,38.3,48.3
893,,40.0,44.6
894,5.3,45.3,11.0
896,,41.9,12.6
896,,41.7,22.9
898,,35.3,51.2
910,,33.2,44.2
912,,34.6,47.8
922,7.0,33.8,136.7
942,,36.0,51.7
942,6.7,39.7,64.5
943,,38.0,58.3
951,,36.1,37.1
953,7.1,38.0,58.3
956,,34.9,48.4
957,,35.7,51.4
957,,34.8,44.8
958,,35.3,51.2
958,,33.2,44.2
963,,38.0,15.0
972,,36.1,36.1
977,,27.4,52.2
978,5.3,27.7,52.3
985,,41.1,14.8
986,,36.2,43.1
990,,41.1,14.8
991,,33.5,36.3
999,5.5,31.8,119.9
999,,29.0,112.0
1000,,46.0,14.5
1000,,35.0,110.0
1001,,34.3,109.0
1001,6.0,45.3,11.0
1003,,47.0,6.0
1003,4.2,40.5,43.3
1007,,33.2,44.2
1008,6.5,27.665,52.348
1010,,41.0,29.5
1013,,64.0,-21.0
1021,,47.5,7.6
1022,6.5,39.8,113.1
1026,7.5,34.8,131.8
1033,,33.0,35.0
1036,5.7,37.6,126.3
1037,,32.0,119.0
1038,7.3,38.4,112.9
1039,6.8,38.4,27.3
1040,,35.7,10.0
1042,,38.0,46.2
1042,7.6,38.1,46.3
1045,,39.7,39.5
1046,5.5,40.5,43.5
1048,,52.0,
1052,,36.0,58.8
1052,,30.6,50.3
1057,6.8,39.7,116.3
1058,,34.3,44.7
1063,,40.4,28.9
1063,,34.3,35.5
1064,,40.7,29.7
1065,,35.0,58.0
1065,,38.1,15.1
1066,,34.0,58.0
1067,6.8,23.6,116.5
1068,6.0,38.5,116.1
1068,,29.5,34.95
1070,,30.0,31.1
1072,,14.2,43.3
1076,,35.0,38.0
1082,,40.5,28.5
1085,,31.0,49.0
1085,,39.9,41.1
1086,,34.0,44.0
1086,,37.0,15.3
1088,7.0,40.5,143.0
1088,5.3,41.4,43.2
1089,,34.3,38.2
1091,,36.1,36.1
1096,8.4,34.0,137.5
1099,8.4,33.0,135.5
1101,6.5,36.0,59.0
1102,6.1,35.0,62.1
1102,,37.5,112.6
1106,,36.2,36.1
1109,,36.2,36.1
1111,,38.5,43.4
1114,,37.5,38.5
1114,,36.1,36.1
1114,,42.42,12.1
1115,,26.4,55.5
1115,,36.8,39.0
1115,,36.1,36.1
1117,,45.5,11.0
1117,,44.8,11.3
1118,,,
1119,6.5,36.2,50.0
1125,,41.1,14.8
1125,7.0,36.1,103.7
1130,,36.2,43.1
1130,,33.2,44.2
1137,,37.3,15.1
1137,,36.3,43.1
1139,,40.3,46.3
1143,6.0,38.5,106.3
1149,,33.2,44.4
1151,6.2,32.6,36.7
1151,,38.7,-9.1
1153,,39.8,20.1
1155,,45.8,8.1
1155,,34.5,36.5
1156,,36.2,37.2
1157,,35.1,36.3
1158,,38.4,38.35
1160,6.1,32.0,35.5
1164,,64.3,-20.0
1169,,36.2,37.2
1169,,37.3,15.03
1171,,34.4,35.8
1172,,38.0,15.0
1175,,35.3,51.2
1175,7.1,37.5,65.5
1176,,36.3,50.0
1179,,36.1,36.1
1180,,41.1,15.1
1182,6.7,32.6,36.7
1182,,64.0,-21.0
1183,,34.5,36.5
1184,,39.3,16.2
1201,,46.4,15.3
1202,,27.1,118.4
1202,7.6,33.5,36.0
1208,6.5,36.3,57.6
1208,6.1,42.0,60.0
1209,7.6,36.0,58.8
1209,6.3,36.0,111.8
1211,,30.5,31.3
1219,6.5,36.0,106.2
1222,,34.5,33.0
1222,,45.55,10.22
1223,,41.6,15.9
1227,,43.6,5.3
1227,5.5,38.5,106.3
1231,6.9,41.0,28.6
1231,,41.5,13.8
1233,5.6,45.3,12.2
1237,,34.2,58.4
1237,,41.3,19.5
1237,,41.2,19.3
1241,7.0,35.2,139.4
1248,,41.0,13.0
1255,,27.7,85.3
1257,7.5,39.0,144.0
1257,7.0,35.2,139.5
1259,,38.0,12.5
1267,5.8,36.0,58.8
1268,,39.75,39.5
1269,,,
1272,,38.0,46.2
1273,,40.6,15.8
1273,6.5,41.3,19.7
1275,6.7,42.1,44.2
1276,,35.1,-6.1
1277,5.1,45.3,11.0
1279,,44.2,12.0
1280,,36.1,58.5
1280,,44.1,15.2
1280,,44.1,15.2
1281,5.8,36.1,58.8
1283,6.3,41.7,43.2
1284,,33.3,36.2
1286,,47.4,2.5
1289,,48.6,7.8
1289,,40.0,116.5
1290,6.8,41.5,119.3
1291,,29.4,52.3
1291,6.5,36.1,111.5
1293,,32.0,34.9
1293,7.1,35.2,139.4
1295,,46.9,9.5
1295,,46.9,9.5
1298,,42.4,12.9
1300,6.5,36.8,56.0
1300,,42.4,12.9
1300,,44.1,15.2
1301,,36.2,53.4
1303,8.0,35.0,27.0
1303,8.0,36.3,111.7
1304,6.7,38.5,45.5
1305,6.5,39.8,113.1
1306,,26.6,56.2
1306,,35.5,25.5
1306,6.5,35.9,106.1
1310,5.5,35.6,46.0
1310,,31.2,112.2
1314,6.0,36.5,113.8
1319,,41.5,13.8
1319,,39.1,44.5
1320,,36.0,-10.7
1323,,45.2,14.7
1327,4.8,30.1,102.7
1328,,42.8,13.0
1329,,37.734,15.004
1331,7.0,33.7,135.2
1332,,,
1336,,26.6,56.2
1336,7.6,34.7,59.7
1337,6.5,40.4,115.7
1339,,34.3,35.5
1340,,29.0,111.3
1341,7.0,41.0,139.5
1341,6.0,44.3,34.3
1343,,34.9,105.8
1343,,44.0,15.0
1343,7.5,40.8,28.3
1344,,32.6,51.7
1344,,38.0,-9.0
1344,,36.527,37.956
1345,,43.8,11.3
1346,,47.5,7.6
1347,,36.9,118.2
1348,,46.4,13.5
1349,,42.3,13.5
1350,6.5,43.0,43.0
1351,5.5,37.3,113.0
1352,,43.5,12.1
1352,7.0,35.6,105.3
1353,,40.8,27.0
1354,,35.1,36.4
1356,,36.8,-9.0
1356,,47.4,7.6
1358,,14.1,43.2
1359,,36.8,3.0
1360,,26.8,55.9
1360,7.0,33.4,136.2
1361,5.0,28.8,115.3
1361,,40.3,15.6
1361,8.4,33.0,135.0
1365,,36.8,3.0
1367,,37.3,49.7
1368,6.0,37.6,112.5
1372,4.8,32.0,118.8
1374,,42.1,-0.3
1375,,46.9,8.4
1377,,12.4,45.1
1380,,41.1,20.1
1382,,35.3,51.2
1383,,39.2,26.2
1384,,39.3,26.3
1385,6.3,37.6,126.3
1386,,44.2,17.7
1387,,44.1,15.2
1387,,12.4,45.1
1389,5.8,36.2,58.5
1389,,36.1,58.5
1389,7.6,36.2,58.8
1389,,38.5,26.5
1390,,44.1,15.2
1390,6.1,39.8,64.4
1391,,47.4,7.2
1399,,44.1,15.2
1400,,36.5,49.0
1400,,27.7,54.3
1402,,35.0,37.0
1403,7.0,33.7,136.5
1403,,,
1404,,36.1,37.1
1405,6.7,36.0,58.8
1406,6.2,34.4,138.4
1407,,36.0,36.0
1408,7.0,33.8,136.9
1408,,36.2,36.1
1414,,43.5,12.1
1417,,41.0,15.0
1418,,43.9,15.6
1419,,40.9,28.9
1426,,14.1,43.2
1427,,41.7,2.2
1428,,43.4,4.4
1431,,37.2,-3.6
1433,7.1,34.9,139.5
1440,6.5,28.3,53.1
1440,6.3,36.2,103.3
1441,,38.0,46.2
1441,,38.3,43.2
1443,,48.5,19.1
1444,,38.7,42.2
1444,,43.2,27.9
1445,6.3,24.5,117.6
1447,,41.9,12.6
1448,7.0,37.5,138.2
1451,,42.6,18.1
1454,,47.5,7.6
1454,,47.5,7.6
1455,6.3,35.9,126.5
1456,,42.2,20.7
1456,,39.8,39.5
1456,,40.4,14.5
1457,,31.2,34.2
1458,,39.9,40.4
1458,,31.2,34.2
1459,,46.3,16.3
1461,,42.3,13.4
1461,,42.3,13.5
1463,,14.1,43.2
1464,,37.3,-5.6
1469,,38.5,20.5
1471,8.0,-16.3,-71.0
1471,,42.6,18.1
1475,6.4,42.6,75.2
1478,5.5,27.5,101.6
1479,,43.0,17.6
1481,,42.0,15.9
1481,,36.0,28.0
1481,6.0,26.5,99.9
1481,7.1,36.0,28.0
1481,,36.0,28.0
1482,6.5,26.1,56.9
1482,7.5,39.9,40.4
1482,,42.6,18.1
1483,7.7,24.9,57.9
1483,,36.2,27.5
1484,,37.0,49.0
1484,6.8,40.5,116.5
1485,6.5,36.9,49.9
1487,6.3,34.4,108.9
1488,5.5,31.7,103.9
1489,,,
1490,,36.5,27.0
1490,,54.0,-9.0
1490,5.8,39.4,67.1
1491,,36.9,27.0
1493,6.5,33.0,59.8
1493,,36.8,27.0
1494,,43.8,7.0
1494,,43.4,7.1
1494,5.5,25.5,103.8
1494,7.2,35.5,25.5
1495,7.1,35.1,139.5
1495,6.3,37.6,105.6
1496,,43.5,16.1
1498,,9.9,-62.3
1498,6.4,34.4,137.7
1498,7.5,33.5,135.2
1498,8.3,34.0,138.1
1499,,25.0,103.0
1500,,,
1500,,24.9,103.1
1501,,35.5,25.0
1501,7.0,34.8,110.1
1502,6.5,35.7,115.3
1502,,45.8,16.1
1502,,18.3,-69.5
1504,,37.3,-5.4
1504,,42.6,18.1
1504,,46.8,10.2
1505,5.0,35.2,110.9
1505,,45.9,14.2
1505,,34.5,69.2
1507,5.3,24.6,102.5
1508,,35.2,25.1
1509,,31.5,121.5
1509,,38.1,15.7
1509,,41.7,26.6
1509,,46.4,14.1
1509,7.7,40.8,28.1
1510,7.0,34.5,137.6
1510,,48.8,10.5
1510,,46.1,14.5
1510,6.7,34.6,135.4
1511,5.8,26.6,100.0
1511,,46.1,13.4
1511,6.5,46.2,13.433
1512,,46.4,9.0
1512,6.5,25.0,98.5
1513,8.7,-17.2,-72.3
1514,5.5,25.1,99.1
1514,,37.8,21.0
1515,7.0,26.6,100.2
1515,,25.7,100.2
1516,,42.6,18.1
1516,,42.6,18.1
1516,,45.7,26.6
1517,5.5,24.1,102.6
1518,,37.2,-1.5
1518,6.7,38.0,125.0
1520,,-40.0,-74.0
1520,5.5,25.3,100.3
1520,7.0,33.6,136.3
1522,,36.97,-2.66
1522,,37.7,-25.4
1523,,19.2,-96.4
1524,,17.0,73.2
1527,,38.0,46.2
1530,,42.6,18.1
1530,8.0,10.5,-64.2
1531,4.8,30.7,117.5
1531,7.7,38.7,-9.1
1535,5.0,25.8,116.4
1536,7.3,28.1,102.1
1537,,,
1538,,40.6,14.1
1538,,19.2,-99.1
1539,5.5,23.6,102.8
1539,,16.2,-88.5
1541,,10.8,-64.2
1542,,19.2,-99.1
1542,,44.07,11.3
1542,6.6,37.07,15.3
1543,,-19.0,-70.5
1543,,10.5,-64.2
1545,,37.2,111.7
1545,,34.8,139.0
1546,7.0,32.0,35.5
1547,,38.7,-27.3
1549,,33.5,59.1
1550,,38.0,46.0
1550,,40.7,15.1
1551,5.0,25.8,105.2
1551,,38.7,-9.1
1552,7.6,-16.6,-71.3
1553,6.3,35.8,128.8
1555,8.4,-11.9,-77.6
1555,,42.8,22.8
1556,,41.0,29.0
1556,,41.0,29.0
1556,,46.9,13.7
1556,7.6,-0.2,-78.6
1556,8.0,34.5,109.7
1560,5.5,24.2,102.7
1560,5.5,24.9,103.2
1561,,40.5,14.7
1561,,40.5,15.5
1561,,38.0,112.0
1561,7.3,37.5,106.2
1562,8.0,-38.7,-73.5
1563,,42.4,18.8
1564,,19.1,-70.3
1564,5.8,44.017,7.283
1565,,14.6,-90.7
1566,,27.7,54.3
1566,7.8,3.0,-77.3
1566,,14.6,-90.7
1568,6.8,34.4,109.0
1568,6.0,39.0,119.0
1568,,20.2,-103.5
1570,,45.3,11.4
1570,8.3,-36.75,-73.0
1571,6.0,24.1,102.7
1573,6.8,34.4,104.0
1573,,19.2,-104.0
1574,,34.0,51.4
1574,,45.1,14.8
1574,,46.2,6.2
1575,7.8,-0.2,-78.6
1575,8.5,-39.8,-73.2
1576,,,
1577,6.5,25.0,98.6
1578,,-12.5,-77.0
1579,,35.3,-2.97
1579,,8.705,-83.88
1579,5.0,25.1,99.9
1580,6.2,51.019,1.309
1581,6.4,-14.1,-71.5
1582,7.8,-12.2,-77.6
1582,,40.6,14.1
1582,8.2,-16.6,-71.6
1584,8.4,-11.8,-77.8
1584,5.9,46.33,6.97
1584,,46.2,7.0
1584,5.4,46.3,7.0
1585,7.0,40.2,24.5
1586,5.5,25.3,100.3
1586,,14.553,-90.735
1586,8.5,-12.3,-77.7
1586,8.2,35.0,136.8
1587,,-0.22,-78.5
1587,,37.1,-8.0
1587,6.2,-5.3,-80.5
1588,,29.4,52.3
1588,6.0,24.0,102.8
1589,,37.9,-4.8
1589,6.7,34.8,138.2
1590,6.6,48.3,15.5
1590,,45.0,14.9
1590,,45.9,16.3
1590,,-0.5,-78.2
1590,7.7,-17.2,-72.9
1590,5.5,35.4,103.9
1591,,37.783,-25.5
1593,,47.1,0.1
1594,,-14.0,-76.0
1596,6.9,33.3,131.7
1597,6.4,33.3,131.6
1597,,38.8,-9.4
1598,,38.8,-9.4
1599,,14.6,121.0
1600,7.9,-16.8,-70.9
1600,8.1,-16.6,-70.8
1600,,14.6,121.0
1600,7.0,23.5,117.2
1601,,14.6,121.0
1601,6.2,46.8,8.5
1602,7.2,35.1,140.5
1603,,18.0,-92.5
1604,,-29.9,-71.3
1604,,35.5,25.5
1604,,17.0,-96.3
1604,8.5,-17.88,-70.94
1604,8.0,25.0,119.5
1605,7.9,33.0,134.9
1605,7.9,33.5,138.5
1605,7.5,19.9,110.5
1606,6.5,23.6,102.8
1608,,17.0,-96.3
1608,,42.4,18.5
1608,,42.4,18.7
1608,,42.4,18.7
1608,7.6,36.4,50.5
1609,8.6,-11.9,-77.4
1609,,38.6,16.3
1609,7.3,39.2,99.0
1610,7.9,8.3,-71.8
1610,,17.0,122.0
1610,,47.5,7.5
1611,,35.1,58.9
1611,,37.5,140.0
1611,,19.5,-99.1
1611,,19.5,-99.1
1611,5.5,21.5,111.3
1611,8.1,39.0,144.5
1612,,38.8,20.8
1612,,35.5,25.5
1613,,35.3,25.1
1613,6.3,37.2,127.0
1613,5.6,38.117,14.783
1614,,38.4,-27.0
1614,7.7,37.5,138.0
1614,6.5,37.2,112.5
1614,,38.4,-24.1
1615,6.4,35.7,139.7
1615,,18.5,-70.0
1615,5.7,44.9,35.5
1615,7.5,-18.5,-70.35
1616,7.5,39.0,144.5
1616,,36.1,37.1
1616,,46.8,8.4
1616,7.0,38.1,142.0
1618,,35.0,58.0
1618,,43.6,7.3
1618,,46.3,9.5
1618,6.5,37.0,111.9
1618,,18.9,72.9
1619,,17.0,-96.3
1619,,52.3,14.6
1619,,18.2,121.6
1619,6.4,32.5,130.6
1619,8.6,-7.941,-79.038
1620,5.8,40.9,71.4
1620,,10.8,122.5
1621,,8.6,-79.3
1621,5.5,39.5,116.7
1622,,37.5,21.0
1622,,23.0,-103.0
1622,,46.8,10.3
1622,,46.8,10.3
1622,7.0,36.5,106.3
1624,,44.6,11.8
1624,,34.0,-4.6
1625,,38.8,20.8
1626,,38.8,16.4
1626,,40.4,14.1
1626,7.0,39.4,114.2
1627,6.7,41.733,15.35
1627,,-0.2,-78.5
1627,6.0,37.5,105.5
1627,8.0,18.4,121.6
1628,5.0,46.0,15.5
1628,6.3,40.6,114.2
1628,,13.2,123.7
1629,,53.6,12.3
1629,,-4.6,129.9
1629,7.0,36.0,25.0
1630,8.1,-12.2,-77.5
1630,,-4.6,129.9
1630,6.3,32.6,104.1
1630,,38.7,20.6
1631,5.0,35.5,107.8
1631,5.7,11.2,41.7
1631,6.0,35.3,104.3
1631,6.5,29.3,111.7
1631,,40.821,14.426
1632,,42.4,18.4
1633,,38.0,46.2
1633,,-41.8,-73.8
1633,7.1,35.2,139.2
1633,6.9,37.5,21.0
1634,5.5,30.7,115.1
1634,5.5,35.1,107.6
1634,6.0,34.1,105.3
1636,5.7,5.1,-2.2
1636,,7.6,123.7
1636,7.2,38.1,20.3
1636,,38.1,20.3
1638,,39.25,16.75
1638,7.0,39.033,16.283
1639,,36.2,50.0
1639,,-30.0,-71.4
1639,,42.6,13.3
1639,,42.5,18.1
1640,5.1,38.2,46.3
1640,,23.0,117.0
1640,,-1.7,-78.6
1640,,50.8,5.7
1640,,45.9,15.5
1640,6.5,42.07,140.68
1640,,38.57,16.53
1641,,38.0,46.1
1641,7.6,-1.5,-78.5
1641,,42.3,22.7
1641,,10.9,-66.7
1641,,18.2,121.7
1641,5.8,23.5,116.5
1642,6.0,35.1,111.1
1642,6.7,35.2,140.6
1643,6.5,35.5,129.5
1644,,43.0,8.0
1644,7.0,7.5,-72.5
1644,,7.6,-73.0
1644,6.9,39.4,140.1
1645,7.5,-1.7,-78.6
1645,,14.4,121.0
1645,8.0,14.4,121.0
1646,,41.9,15.8
1646,,38.3,43.2
1646,,41.04,28.98
1646,5.2,43.55,10.317
1646,7.6,37.7,141.7
1647,6.4,36.0,140.0
1647,,-15.5,-75.0
1647,8.5,-33.4,-70.6
1648,,38.3,43.2
1648,,45.0,14.9
1648,,12.5,-86.8
1648,,15.0,121.0
1649,,35.5,140.0
1649,5.0,38.183,15.55
1649,6.5,35.5,126.0
1650,,38.0,46.2
1650,8.1,-13.5,-72.0
1650,,36.4,25.4
1651,,,
1652,5.8,42.1,47.7
1652,6.8,25.4,100.5
1653,7.5,38.2,28.2
1653,,13.1,121.6
1654,,-12.1,-76.6
1654,,41.4,13.6
1654,,40.1,3.6
1654,8.0,34.3,105.5
1655,,35.0,25.0
1655,7.7,-12.3,-77.6
1656,,-12.5,-77.0
1656,,34.4,35.85
1657,,-12.4,-76.8
1657,,47.1,0.6
1657,,-3.0,128.0
1657,,-33.5,-70.7
1657,8.0,-36.83,-73.03
1657,6.0,31.5,103.6
1658,,-8.1,-79.0
1658,,38.0,21.0
1658,,14.4,120.6
1658,6.0,39.4,115.7
1659,,37.5,140.0
1659,,-6.92,129.125
1659,,38.7,16.3
1659,,,
1660,,43.1,0.2
1660,7.7,-0.2,-78.5
1660,,35.3,-2.97
1660,,44.63,10.93
1660,,38.4,22.4
1661,,44.1,12.0
1661,6.0,23.0,120.2
1662,,35.5,136.0
1662,,35.0,25.0
1662,,17.0,-96.3
1662,,-0.2,-78.4
1662,7.6,31.7,132.0
1663,,47.6,-70.1
1663,,12.4,-86.6
1664,7.3,-14.1,-75.8
1664,5.5,38.7,112.7
1664,6.3,35.5,127.1
1664,,38.1,46.3
1665,,35.4,52.0
1665,,35.0,25.0
1665,,14.6,121.0
1666,,36.0,42.5
1666,,37.0,138.0
1666,6.4,35.0,136.8
1667,,37.2,50.0
1667,,37.2,57.5
1667,6.7,25.0,125.5
1667,,18.8,-98.0
1667,6.6,38.4,27.1
1667,,18.3,-77.5
1667,7.2,42.6,18.1
1667,6.9,40.6,48.6
1668,,42.35,-71.05
1668,,38.0,46.2
1668,6.6,38.4,27.1
1668,6.4,38.0,126.0
1668,,24.0,68.0
1668,8.5,35.3,118.6
1669,,,
1669,,37.6,15.0
1669,5.7,40.6,48.6
1670,,27.5,53.6
1670,6.8,33.0,122.5
1670,,47.2,11.4
1670,6.3,35.9,126.5
1670,6.4,35.5,141.0
1671,6.9,33.4,134.7
1671,,40.6,48.6
1672,,40.0,26.0
1672,,36.5,25.5
1672,5.6,43.933,12.583
1673,,18.3,-69.5
1673,,1.375,127.52
1673,,-3.0,128.0
1673,,1.375,127.52
1673,6.6,36.3,59.3
1674,,39.5,20.0
1674,7.7,-1.7,-79.0
1674,,-3.7,128.2
1674,6.8,-3.75,127.75
1675,,13.0,121.0
1676,,34.5,132.0
1677,,17.6,-76.5
1677,5.5,33.4,104.8
1677,8.1,40.0,144.0
1677,,14.5,120.5
1677,7.4,35.0,141.5
1678,,20.0,-75.5
1678,,37.1,50.0
1678,,34.2,58.4
1678,7.4,38.6,142.0
1678,8.4,-9.0,-79.0
1679,5.9,40.1,44.7
1679,5.0,31.4,119.5
1679,,13.3,43.3
1679,8.0,40.0,117.0
1680,,34.6,137.6
1680,,36.5,-4.4
1680,6.8,25.0,101.5
1681,7.5,-18.5,-70.35
1681,,,
1681,,37.5,129.5
1682,,20.0,-75.5
1682,,48.0,6.5
1682,,17.0,-96.3
1683,,27.7,54.3
1683,,40.1,44.3
1683,7.0,38.7,112.7
1684,,19.0,-71.0
1687,,36.2,59.4
1687,7.3,-1.3,-78.6
1687,,18.3,-77.5
1687,7.5,-32.8,-70.7
1687,8.5,-13.5,-76.5
1688,7.5,38.4,26.9
1688,,17.917,-76.867
1688,,17.6,-76.5
1688,,24.0,68.0
1688,5.3,43.7,44.7
1688,6.3,26.5,99.9
1688,,40.38,16.55
1688,,44.4,12.0
1688,,41.17,14.75
1688,7.0,38.4,26.9
1689,,47.7,10.9
1689,6.8,-2.2,-78.9
1690,,46.6,13.8
1690,8.0,17.5,-61.5
1691,,18.3,-70.4
1692,,40.1,44.3
1692,7.0,-25.4,-64.8
1692,,17.8,-76.7
1693,,23.1,-82.4
1693,6.0,37.333,15.167
1694,,40.7,15.7
1694,5.5,25.0,121.5
1694,,40.0,139.5
1695,6.2,45.4,12.2
1695,,42.5,12.1
1695,8.0,36.0,111.5
1696,,39.3,44.6
1696,,37.8,21.0
1697,,16.7,-99.2
1698,6.4,33.3,131.7
1698,7.7,-1.2,-78.7
1698,,-1.3,-78.7
1699,7.8,-12.1,-76.6
1699,5.0,45.6,15.3
1699,,14.4,120.6
1700,6.5,36.5,126.5
1700,9.0,45.0,-125.0
1700,7.0,34.2,129.3
1701,,18.3,-72.4
1701,,16.5,-97.0
1702,,41.1,14.5
1702,,14.4,-61.0
1703,,26.6,56.2
1703,,26.4,55.5
1703,3.2,44.4,8.917
1703,6.7,42.467,13.2
1703,,42.78,13.1
1703,8.2,35.0,140.0
